Timestamp,Temperatur,Power
5032,27.296167,0.130064
6110,27.266870,0.128890
7186,27.288324,0.128747
8262,27.319239,0.129815
9337,27.295282,0.130212
10413,27.272333,0.129707
11489,27.277643,0.126352
12564,27.285913,0.128821
13647,27.272882,0.127758
14727,27.280481,0.128762
15806,27.280390,0.126916
16886,27.282007,0.128300
17963,27.338373,0.127223
19043,27.283625,0.126861
20122,27.274073,0.127751
21202,27.264277,0.127817
22281,27.266443,0.127506
23365,27.314997,0.128403
24444,27.274286,0.127546
25526,27.288111,0.128135
26606,27.304316,0.128073
27686,27.277979,0.127580
28765,27.238672,0.127612
29845,27.233027,0.127455
30924,27.231501,0.128139
32001,27.220392,0.128293
33086,27.222895,0.128198
34165,27.222254,0.128322
35245,27.216272,0.127292
36324,27.213861,0.128505
37404,27.212458,0.127927
38484,27.198084,0.128261
39563,27.193628,0.126974
40643,27.192102,0.128982
41727,27.197962,0.128440
42807,27.193293,0.129451
43886,27.185236,0.128675
44966,27.181971,0.128703
46043,27.136225,0.127604
47125,27.139917,0.128835
48205,27.136225,0.127462
49284,27.120539,0.128957
50364,27.104425,0.127751
51448,27.152002,0.128069
52528,27.136347,0.128425
53607,27.119776,0.128424
54687,27.111078,0.127102
55767,27.087976,0.128337
56846,27.117609,0.127518
57926,27.132624,0.129187
59005,27.125452,0.128286
60083,27.128717,0.137662
61167,27.123163,0.128476
62246,27.119989,0.129297
63326,27.118799,0.129311
64406,27.114985,0.129253
65485,27.111811,0.128330
66565,27.109217,0.127707
67644,27.111811,0.129068
68726,27.101465,0.128883
69810,27.058008,0.128117
70890,27.043726,0.129114
71969,27.067926,0.128220
73047,27.091883,0.128718
74122,27.123255,0.127656
75202,27.127283,0.128579
76281,27.120539,0.127662
77361,27.119654,0.129070
78440,27.127741,0.128039
79524,27.082636,0.133542
80604,27.080988,0.129970
81684,27.078699,0.128864
82763,27.075342,0.128102
83843,27.072504,0.129245
84922,27.067591,0.126959
86002,27.066156,0.129040
87079,27.106592,0.128527
88159,27.115107,0.128261
89245,27.045801,0.131331
90325,27.045252,0.128912
91404,27.047876,0.128017
92484,27.035547,0.129048
93563,27.044062,0.128535
94643,27.043512,0.128799
95723,27.041224,0.127321
96802,27.038721,0.127826
97886,27.033808,0.130078
98966,27.030878,0.128844
100045,27.031946,0.127425
101123,27.023554,0.128994
102202,27.021387,0.128202
103282,27.021051,0.129475
104361,27.015162,0.127980
105441,27.014734,0.128109
106521,27.017786,0.127183
107605,26.962610,0.127788
108684,26.962824,0.128396
109764,26.962915,0.127616
110846,26.978205,0.127795
111926,26.970148,0.129223
113005,26.962091,0.127934
114085,26.961634,0.128623
115162,26.985315,0.128102
116242,26.989771,0.129106
117326,26.974298,0.127676
118405,26.974176,0.128469
119485,26.962946,0.127634
120565,26.953577,0.128630
121644,26.943415,0.127341
122724,26.941004,0.128608
123803,26.938501,0.127343
124883,26.926508,0.129267
125967,26.962183,0.127505
127047,26.965906,0.128527
128126,26.959009,0.127773
129203,26.930445,0.127743
130283,26.915277,0.127421
