!PID_CONTROLLER_SWEEP!
nCycle 5,TEMP_COOL 31.00, TEMP_SET 32.00, time_till_stop 1800000
|0|Kp:0.010000 Ki:0.000000 Ki_max:0.000000
|1|Kp:0.100000 Ki:0.000000 Ki_max:0.000000
|2|Kp:1.000000 Ki:0.000000 Ki_max:0.000000
|3|Kp:5.000000 Ki:0.000000 Ki_max:0.000000
|4|Kp:10.000000 Ki:0.000000 Ki_max:0.000000

Timestamp,Temperatur
6338104,28.442804,
6339200,28.472803,
6340292,28.522028,
6341383,28.452875,
6342475,28.485132,
6343567,28.482538,
6344658,28.459467,
6345750,28.519312,
6346841,28.412592,
6347938,28.445948,
6349029,28.499537,
6350119,28.433802,
6351216,28.448420,
6352308,28.439234,
6353399,28.402643,
6354491,28.490107,
6355583,28.410334,
6356674,28.431208,
6357770,28.481897,
6358862,28.424952,
6359954,28.427759,
6361052,28.447016,
6362144,28.430262,
6363235,28.440760,
6364325,28.426905,
6365416,28.422235,
6366508,28.441828,
6367604,28.406000,
6368696,28.417475,
6369787,28.421595,
6370879,28.368860,
6371970,28.437372,
6373062,28.415094,
6374154,28.410334,
6375245,28.381189,
6376341,28.368311,
6377430,28.442377,
6378518,28.391932,
6379609,28.445185,
6380701,28.352839,
6381793,28.403620,
6382884,28.402643,
6383976,28.386408,
6385067,28.397760,
6386164,28.357477,
6387255,28.376978,
6388349,28.381403,
6389441,28.376642,
6390532,28.391932,
6391622,28.368189,
6392713,28.418665,
6393805,28.328424,
6394897,28.400263,
6395993,28.361292,
6397085,28.327570,
6398176,28.396143,
6399268,28.335810,
6400360,28.357050,
6401451,28.355219,
6402543,28.344690,
6403635,28.351618,
6404731,28.340906,
6405820,28.368982,
6406912,28.326593,
6408004,28.322046,
6409096,28.341669,
6410188,28.320948,
6411280,28.394403,
6412371,28.302332,
6413463,28.327356,
6414559,28.375666,
6415651,28.283594,
6416745,28.324305,
6417837,28.323786,
6418928,28.310358,
6420018,28.305262,
6421109,28.310450,
6422201,28.366785,
6423293,28.271784,
6424389,28.307428,
6425481,28.310022,
6426572,28.255426,
6427664,28.335047,
6428756,28.297663,
6429847,28.293879,
6430939,28.300928,
6432031,28.281092,
6433127,28.277308,
6434216,28.289454,
6435308,28.263239,
6436400,28.282068,
6437491,28.215113,
6438583,28.308069,
6439675,28.278711,
6440766,28.270258,
6441858,28.274164,
6442954,28.267359,
6444046,28.258875,
6445136,28.262995,
6446227,28.245020,
6447317,28.274500,
6448404,28.249475,
6449496,28.269617,
6450588,28.247400,
6451679,28.262781,
6452776,28.249689,
6453867,28.245783,
6454959,28.248377,
6456051,28.223688,
6457142,28.296045,
6458234,28.211542,
6459326,28.249689,
6460417,28.233973,
6461507,28.266169,
6462603,28.231806,
6463695,28.206141,
6464786,28.254541,
6465878,28.196711,
6466970,28.225092,
6468061,28.210352,
6469153,28.208521,
6470245,28.224237,
6471341,28.195612,
6472435,28.185846,
6473527,28.193110,
6474618,28.198542,
6475708,28.204493,
6476800,28.188807,
6477891,28.251429,
6478983,28.164515,
6480075,28.197992,
6481171,28.194757,
6482263,28.146296,
6483355,28.216852,
6484446,28.171564,
6485538,28.192469,
6486630,28.158991,
6487721,28.178064,
6488813,28.181849,
6489902,28.175989,
6490999,28.207087,
6492090,28.147486,
6493182,28.172205,
6494274,28.164850,
6495365,28.143488,
6496457,28.160608,
6497549,28.145868,
6498641,28.175470,
6499737,28.140558,
6500831,28.150873,
6501923,28.194300,
6503014,28.117365,
6504104,28.192041,
6505196,28.118891,
6506287,28.155512,
6507379,28.134394,
6508471,28.120935,
6509567,28.174707,
6510659,28.127771,
6511751,28.140131,
6512842,28.127771,
6513934,28.130365,
6515026,28.136225,
6516117,28.127436,
6517207,28.121820,
6518294,28.124750,
6519391,28.111200,
6520482,28.120508,
6521574,28.149134,
6522666,28.100122,
6523757,28.126581,
6524849,28.124964,
6525941,28.106836,
6527033,28.112482,
6528131,28.122583,
6529223,28.131769,
6530315,28.121820,
6531404,28.117487,
6532496,28.120844,
6533588,28.125940,
6534679,28.113245,
6535771,28.108484,
6536863,28.103815,
6537959,28.128412,
6539051,28.109766,
6540149,28.114771,
6541240,28.112909,
6542332,28.089289,
6543424,28.103266,
6544516,28.094263,
6545605,28.111292,
6546697,28.110956,
6547793,28.110743,
6548885,28.104670,
6549976,28.110529,
6551068,28.122583,
6552160,28.104792,
6553252,28.109461,
6554343,28.063379,
6555435,28.129297,
6556533,28.118891,
6557625,28.066614,
6558717,28.116175,
6559806,28.044306,
6560898,28.127985,
6561989,28.101862,
6563081,28.111963,
6564173,28.091578,
6565264,28.094721,
6566361,28.113581,
6567452,28.089289,
6568544,28.087122,
6569635,28.097437,
6570727,28.073023,
6571819,28.100672,
6572910,28.053522,
6574000,28.106104,
6575091,28.050684,
6576188,28.038111,
6577279,28.076838,
6578371,28.067713,
6579463,28.089838,
6580554,28.026941,
6581646,28.083551,
6582738,28.057856,
6583829,28.057093,
6584929,28.059595,
6586020,28.059046,
6587110,28.050379,
6588197,27.994959,
6589289,28.042109,
6590380,28.055475,
6591472,28.023798,
6592564,28.008081,
6593655,27.982050,
6594752,28.025751,
6595844,28.054804,
6596935,27.968927,
6598027,28.052088,
6599119,28.005243,
6600211,28.031061,
6601300,27.995935,
6602392,27.975977,
6603483,28.016535,
6604580,28.009912,
6605671,28.006769,
6606763,28.006556,
6607855,27.928003,
6608946,28.049707,
6610038,27.964045,
6611130,27.992884,
6612223,28.000055,
6613320,28.003199,
6614412,27.990290,
6615501,27.971857,
6616593,27.967951,
6617684,28.022516,
6618776,27.956659,
6619868,27.982355,
6620960,27.972162,
6622051,27.957850,
6623148,27.960352,
6624240,27.950708,
6625331,27.963709,
6626423,27.954065,
6627515,27.928675,
6628606,27.990290,
6629696,27.902430,
6630787,27.965113,
6631879,27.916071,
6632976,27.889277,
6634067,27.906092,
6635159,27.915552,
6636251,27.900141,
6637342,27.944422,
6638434,27.879938,
6639526,27.974115,
6640620,27.904261,
6641716,27.887537,
6642808,27.903070,
6643897,27.861811,
6644989,27.915339,
6646081,27.926722,
6647172,27.912714,
6648264,27.914667,
6649356,27.878412,
6650447,27.912836,
6651544,27.907953,
6652635,27.898706,
6653727,27.909143,
6654819,27.854212,
6655911,27.884943,
6657000,27.845423,
6658087,27.873316,
6659179,27.816004,
6660271,27.926844,
6661367,27.859949,
6662459,27.837488,
6663551,27.911524,
6664642,27.845514,
6665734,27.873621,
6666826,27.858332,
6667920,27.824030,
6669012,27.923792,
6670108,27.843470,
6671197,27.836939,
6672289,27.857782,
6673381,27.839563,
6674473,27.846491,
6675564,27.791132,
6676656,27.863092,
6677748,27.826319,
6678839,27.820459,
6679936,27.851801,
6681027,27.817316,
6682119,27.802423,
6683211,27.839136,
6684303,27.793085,
6685392,27.825220,
6686484,27.800898,
6687576,27.872217,
6688667,27.764429,
6689764,27.789301,
6690855,27.832392,
6691947,27.767664,
6693039,27.769953,
6694131,27.813929,
6695222,27.767145,
6696316,27.809809,
6697408,27.783319,
6698505,27.747705,
6699594,27.792444,
6700686,27.765528,
6701777,27.759974,
6702869,27.773890,
6703961,27.722193,
6705053,27.797754,
6706145,27.757593,
6707237,27.748774,
6708333,27.771814,
6709425,27.743036,
6710516,27.746088,
6711608,27.746393,
6712700,27.744440,
6713790,27.723169,
6714881,27.723047,
6715973,27.766291,
6717065,27.716852,
6718161,27.723719,
6719253,27.781794,
6720345,27.695032,
6721437,27.731745,
6722529,27.728388,
6723620,27.721979,
6724710,27.720118,
6725802,27.712519,
6726892,27.715143,
6727984,27.642115,
6729081,27.695917,
6730173,27.721216,
6731265,27.660151,
6732357,27.726313,
6733449,27.699915,
6734541,27.679712,
6735632,27.701105,
6736729,27.684504,
6737820,27.687220,
6738912,27.688959,
6740004,27.672449,
6741094,27.681665,
6742185,27.640985,
6743277,27.708063,
6744369,27.649073,
6745461,27.666590,
6746557,27.707850,
6747649,27.635248,
6748741,27.660578,
6749833,27.658747,
6750924,27.637232,
6752019,27.680475,
6753110,27.623499,
6754202,27.649286,
6755292,27.637323,
6756388,27.622400,
6757480,27.676355,
6758572,27.611017,
6759663,27.636530,
6760755,27.633814,
6761847,27.622095,
6762939,27.632990,
6764031,27.581568,
6765127,27.606653,
6766219,27.617212,
6767311,27.574366,
6768403,27.625147,
6769492,27.576990,
6770584,27.618067,
6771676,27.607843,
6772768,27.598383,
6773859,27.656092,
6774956,27.598291,
6776048,27.583185,
6777139,27.629694,
6778231,27.560785,
6779323,27.583612,
6780417,27.584284,
6781509,27.519922,
6782601,27.601343,
6783690,27.546564,
6784787,27.564173,
6785879,27.589167,
6786971,27.534723,
6788063,27.565241,
6789154,27.560266,
6790246,27.556238,
6791338,27.551233,
6792430,27.498499,
6793526,27.538843,
6794618,27.552423,
6795709,27.500360,
6796799,27.597864,
6797886,27.522760,
6798978,27.577753,
6800070,27.493067,
6801162,27.539820,
6802253,27.529810,
6803350,27.499262,
6804441,27.538416,
6805533,27.511316,
6806625,27.517206,
6807724,27.499689,
6808816,27.514795,
6809907,27.443476,
6810997,27.555475,
6812089,27.442926,
6813185,27.503290,
6814277,27.543299,
6815368,27.435877,
6816460,27.492426,
6817552,27.497644,
6818644,27.470026,
6819735,27.477869,
6820827,27.407801,
6821924,27.461664,
6823015,27.481653,
6824107,27.443720,
6825197,27.465662,
6826288,27.417353,
6827380,27.496759,
6828472,27.447962,
6829564,27.471888,
6830655,27.459162,
6831752,27.432825,
6832843,27.451746,
6833935,27.449152,
6835027,27.435328,
6836121,27.455774,
6837213,27.440332,
6838305,27.436518,
6839394,27.440332,
6840486,27.403986,
6841582,27.408564,
6842674,27.430658,
6843766,27.385798,
6844858,27.428919,
6845950,27.420313,
6847042,27.386469,
6848133,27.450678,
6849225,27.369043,
6850322,27.376032,
6851413,27.453394,
6852505,27.379175,
6853595,27.415186,
6854686,27.396479,
6855778,27.377985,
6856870,27.389521,
6857962,27.316309,
6859054,27.409754,
6860150,27.357752,
6861242,27.339594,
6862334,27.385370,
6863426,27.370691,
6864516,27.363825,
6865607,27.373407,
6866697,27.344904,
6867784,27.358728,
6868876,27.349268,
6869973,27.382105,
6871064,27.344049,
6872156,27.331751,
6873248,27.358606,
6874340,27.321619,
6875432,27.370478,
6876524,27.283625,
6877615,27.365381,
6878712,27.328913,
6879804,27.300074,
6880893,27.384394,
6881985,27.296045,
6883077,27.328913,
6884169,27.330011,
6885261,27.323145,
6886353,27.350672,
6887444,27.266993,
6888541,27.302149,
6889633,27.349482,
6890725,27.263178,
6891819,27.298548,
6892911,27.310297,
6894003,27.259699,
6895092,27.316614,
6896184,27.286036,
6897276,27.292566,
6898372,27.321314,
6899464,27.280695,
6900556,27.292231,
6901648,27.282557,
6902740,27.229120,
6903832,27.300196,
6904924,27.271235,
6906016,27.269159,
6907112,27.274073,
6908204,27.254267,
6909294,27.245996,
6910385,27.258600,
6911477,27.185022,
6912569,27.267847,
6913661,27.239893,
6914753,27.227045,
6915845,27.247278,
6916947,27.283869,
6918039,27.238703,
6919131,27.229425,
6920225,27.279627,
6921317,27.196772,
6922409,27.196863,
6923498,27.212244,
6924590,27.223780,
6925682,27.229975,
6926779,27.226923,
6927870,27.201227,
6928962,27.251734,
6930054,27.166712,
6931146,27.187525,
6932238,27.217890,
6933330,27.188379,
6934422,27.242823,
6935518,27.193628,
6936608,27.177485,
6937695,27.202539,
6938787,27.185114,
6939879,27.212763,
6940971,27.139826,
6942063,27.188379,
6943155,27.178034,
6944247,27.133295,
6945343,27.157129,
6946435,27.176722,
6947529,27.153223,
6948621,27.144617,
6949713,27.155817,
6950802,27.163568,
6951894,27.201349,
6952986,27.119226,
6954078,27.148523,
6955174,27.174463,
6956266,27.141687,
6957358,27.135889,
6958450,27.139704,
6959542,27.103449,
6960634,27.159754,
6961726,27.123713,
6962817,27.109980,
6963914,27.119440,
6965004,27.073694,
6966095,27.110407,
6967187,27.119440,
6968279,27.077082,
6969371,27.125971,
6970463,27.093317,
6971555,27.097895,
6972647,27.106165,
6973743,27.101465,
6974835,27.088404,
6975929,27.122828,
6977021,27.099634,
6978113,27.082636,
6979203,27.097773,
6980295,27.037958,
6981387,27.105951,
6982478,27.070856,
6983575,27.026941,
6984667,27.076105,
6985758,27.052332,
6986850,27.046015,
6987942,27.082514,
6989034,27.032160,
6990126,27.028040,
6991217,27.058008,
6992314,27.023035,
6993403,27.065516,
6994495,27.042963,
6995587,27.045588,
6996679,27.033136,
6997771,27.007105,
6998862,27.050684,
6999954,27.034021,
7001046,27.023127,
7002142,27.016138,
7003234,27.021723,
7004324,27.016596,
7005416,27.027826,
7006505,26.998926,
7007593,27.010706,
7008684,27.000360,
7009776,27.035425,
7010868,26.971460,
7011964,26.966211,
7013056,27.038385,
7014148,26.988245,
7015239,26.982355,
7016331,26.989435,
7017423,26.958582,
7018514,27.001337,
7019606,26.977442,
7020695,26.983667,
7021792,27.012873,
7022884,26.946680,
7023975,26.955103,
7025067,26.960321,
7026159,26.958673,
7027250,27.003839,
7028342,26.906000,
7029434,26.961969,
7030530,27.000025,
7031629,26.945063,
7032720,26.891169,
7033812,26.959131,
7034902,26.900995,
7035993,26.936762,
7037085,26.933374,
7038177,26.929773,
7039268,26.950617,
7040365,26.933710,
7041456,26.908625,
7042548,26.948328,
7043640,26.878199,
7044732,26.935114,
7045823,26.915918,
7046915,26.905024,
7048007,26.920740,
7049096,26.896845,
7050193,26.896418,
7051284,26.909815,
7052376,26.865747,
7053468,26.927698,
7054559,26.874262,
7055651,26.872309,
7056743,26.871210,
7057835,26.816980,
7058939,26.869684,
7060033,26.856592,
7061125,26.903925,
7062217,26.869135,
7063307,26.891291,
7064398,26.862818,
7065490,26.862818,
7066582,26.863031,
7067674,26.813929,
7068772,26.810755,
7069866,26.863916,
7070960,26.851038,
7072054,26.821894,
7073147,26.836634,
7074241,26.878199,
7075335,26.834101,
7076427,26.827692,
7077516,26.841089,
7078615,26.821772,
7079708,26.773676,
7080802,26.826044,
7081896,26.839563,
7082990,26.819391,
7084083,26.805536,
7085177,26.812952,
7086271,26.795588,
7087372,26.803339,
7088465,26.768213,
7089559,26.777582,
7090650,26.801935,
7091744,26.780420,
7092838,26.781641,
7093932,26.812616,
7095026,26.779444,
7096119,26.754328,
7097218,26.773554,
7098312,26.799524,
7099405,26.776056,
7100499,26.729548,
7101593,26.773676,
7102687,26.805628,
7103781,26.759241,
7104872,26.765467,
7105972,26.759363,
7107070,26.739832,
7108164,26.772120,
7109258,26.734583,
7110352,26.744959,
7111445,26.760553,
7112539,26.736872,
7113633,26.695337,
7114727,26.734583,
7115827,26.726618,
7116921,26.779871,
7118015,26.709345,
7119106,26.716761,
7120200,26.746485,
7121294,26.716883,
7122388,26.655268,
7123482,26.708124,
7124575,26.701136,
7125674,26.707575,
7126767,26.670771,
7127861,26.674158,
7128955,26.740595,
7130049,26.699274,
7131142,26.642603,
7132236,26.697077,
7133328,26.690424,
7134421,26.653833,
7135520,26.656458,
7136613,26.666071,
7137707,26.721460,
7138801,26.677546,
7139895,26.644892,
7140989,26.658442,
7142082,26.673182,
7143176,26.636713,
7144272,26.589838,
7145366,26.647943,
7146458,26.663446,
7147547,26.652094,
7148641,26.685083,
7149735,26.634302,
7150829,26.608393,
7151922,26.623377,
7153016,26.674372,
7154115,26.690088,
7155208,26.603601,
7156302,26.603144,
7157396,26.622705,
7158490,26.623468,
7159584,26.608088,
7160675,26.594080,
7161769,26.657557,
7162863,26.607843,
7163961,26.594294,
7165055,26.581964,
7166149,26.597162,
7167243,26.597467,
7168337,26.582727,
7169431,26.582727,
7170524,26.595392,
7171620,26.632105,
7172719,26.575281,
7173813,26.575190,
7174904,26.562952,
7175998,26.627832,
7177092,26.567957,
7178185,26.526545,
7179279,26.555414,
7180373,26.569513,
7181467,26.542933,
7182565,26.534540,
7183659,26.561426,
7184753,26.563044,
7185847,26.552668,
7186940,26.541651,
7188034,26.526331,
7189126,26.582300,
7190219,26.533869,
7191313,26.497889,
7192412,26.492975,
7193505,26.535089,
7194599,26.540766,
7195693,26.505671,
7196787,26.503046,
7197881,26.539881,
7198974,26.510920,
7200070,26.507654,
7201169,26.532892,
7202262,26.479425,
7203354,26.518579,
7204448,26.505335,
7205541,26.493982,
7206635,26.481379,
7207729,26.499872,
7208823,26.505884,
7209917,26.473627,
7211015,26.494074,
7212109,26.491114,
7213203,26.471857,
7214297,26.485773,
7215390,26.477106,
7216482,26.461359,
7217571,26.477655,
7218665,26.457880,
7219759,26.448908,
7220857,26.453821,
7221951,26.450769,
7223045,26.470240,
7224139,26.432703,
7225233,26.431726,
7226326,26.448908,
7227423,26.474390,
7228516,26.440577,
7229614,26.434259,
7230706,26.423761,
7231799,26.435114,
7232893,26.429438,
7233987,26.415339,
7235081,26.406366,
7236174,26.430872,
7237268,26.423090,
7238361,26.404718,
7239460,26.383936,
7240554,26.410395,
7241647,26.429010,
7242741,26.398493,
7243835,26.392817,
7244926,26.403955,
7246020,26.449793,
7247113,26.401545,
7248207,26.344324,
7249305,26.381220,
7250399,26.387110,
7251493,26.391260,
7252586,26.380213,
7253680,26.381311,
7254774,26.375635,
7255883,26.395319,
7256977,26.390284,
7258075,26.350031,
7259166,26.414576,
7260260,26.379114,
7261354,26.343225,
7262448,26.358667,
7263541,26.397181,
7264635,26.358545,
7265729,26.309626,
7266822,26.363367,
7267921,26.371027,
7269014,26.358118,
7270108,26.346308,
7271202,26.345209,
7272296,26.351892,
7273387,26.361078,
7274481,26.283167,
7275575,26.328455,
7276669,26.375177,
7277767,26.326044,
7278861,26.311945,
7279954,26.311945,
7281048,26.337000,
7282142,26.329462,
7283236,26.279871,
7284328,26.317865,
7285422,26.313349,
7286513,26.259394,
7287607,26.306574,
7288701,26.315210,
7289795,26.293116,
7290889,26.295740,
7291983,26.323542,
7293077,26.325617,
7294171,26.254816,
7295270,26.254145,
7296369,26.231379,
7297463,26.273523,
7298556,26.306238,
7299650,26.261164,
7300742,26.273523,
7301836,26.292994,
7302930,26.275721,
7304023,26.210566,
7305117,26.265863,
7306216,26.265192,
7307309,26.258539,
7308403,26.221094,
7309497,26.241877,
7310591,26.296503,
7311687,26.250849,
7312781,26.211573,
7313875,26.223597,
7314966,26.248468,
7316065,26.244074,
7317159,26.191736,
7318252,26.233454,
7319346,26.255457,
7320440,26.190088,
7321534,26.232691,
7322628,26.233332,
7323721,26.227015,
7324820,26.210779,
7325914,26.161829,
7327008,26.206751,
7328101,26.232569,
7329193,26.179041,
7330287,26.207850,
7331381,26.258539,
7332475,26.199305,
7333568,26.146601,
7334667,26.177393,
7335761,26.192377,
7336855,26.193476,
7337948,26.174433,
7339042,26.175959,
7340139,26.177179,
7341232,26.231256,
7342326,26.168299,
7343418,26.159632,
7344516,26.155909,
7345610,26.209925,
7346704,26.160181,
7347798,26.082178,
7348892,26.144861,
7349986,26.198206,
7351080,26.153193,
7352174,26.096216,
7353272,26.129511,
7354376,26.132807,
7355470,26.112299,
7356561,26.180353,
7357651,26.101252,
7358744,26.139154,
7359838,26.171473,
7360932,26.122065,
7362025,26.081629,
7363124,26.090509,
7364217,26.136652,
7365311,26.118769,
7366405,26.074274,
7367501,26.097528,
7368594,26.113062,
7369688,26.116022,
7370779,26.060053,
7371873,26.105402,
7372971,26.115931,
7374065,26.097620,
7375159,26.029779,
7376252,26.070337,
7377346,26.132380,
7378440,26.058069,
7379533,26.065302,
7380627,26.088861,
7381725,26.112085,
